"TIME","GEO","UNIT","SEX","AGE","ICD10","Value"
"1996","ES42","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","143.1"
"1996","ES42","Rate","Total","65 years or over","Intentional self-harm","20.6"
"1996","ES43","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","101.2"
"1996","ES43","Rate","Total","65 years or over","Intentional self-harm","22.0"
"1996","ES51","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","196.9"
"1996","ES51","Rate","Total","65 years or over","Intentional self-harm","16.0"
"1996","ES52","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","168.3"
"1996","ES52","Rate","Total","65 years or over","Intentional self-harm","18.9"
"1996","ES53","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","136.0"
"1996","ES53","Rate","Total","65 years or over","Intentional self-harm","9.9"
"1996","ES61","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","116.8"
"1996","ES61","Rate","Total","65 years or over","Intentional self-harm","23.9"
"1996","ES62","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","161.5"
"1996","ES62","Rate","Total","65 years or over","Intentional self-harm","18.3"
"1996","ES63","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","177.5"
"1996","ES63","Rate","Total","65 years or over","Intentional self-harm","27.3"
"1996","ES70","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","139.7"
"1996","ES70","Rate","Total","65 years or over","Intentional self-harm","14.8"
"1996","FR10","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","100.0"
"1996","FR10","Rate","Total","65 years or over","Intentional self-harm","19.5"
"1996","FR21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","108.5"
"1996","FR21","Rate","Total","65 years or over","Intentional self-harm","43.3"
"1996","FR22","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","122.6"
"1996","FR22","Rate","Total","65 years or over","Intentional self-harm","50.4"
"1996","FR23","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","154.1"
"1996","FR23","Rate","Total","65 years or over","Intentional self-harm","50.8"
"1996","FR24","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","129.4"
"1996","FR24","Rate","Total","65 years or over","Intentional self-harm","51.2"
"1996","FR25","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","114.3"
"1996","FR25","Rate","Total","65 years or over","Intentional self-harm","39.4"
"1996","FR26","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","137.9"
"1996","FR26","Rate","Total","65 years or over","Intentional self-harm","43.2"
"1996","FR30","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","114.3"
"1996","FR30","Rate","Total","65 years or over","Intentional self-harm","35.5"
"1996","FR41","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","148.2"
"1996","FR41","Rate","Total","65 years or over","Intentional self-harm","29.0"
"1996","FR42","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","165.3"
"1996","FR42","Rate","Total","65 years or over","Intentional self-harm","27.5"
"1996","FR43","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","146.7"
"1996","FR43","Rate","Total","65 years or over","Intentional self-harm","38.2"
"1996","FR51","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","115.3"
"1996","FR51","Rate","Total","65 years or over","Intentional self-harm","46.5"
"1996","FR52","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","146.5"
"1996","FR52","Rate","Total","65 years or over","Intentional self-harm","50.6"
"1996","FR53","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","118.0"
"1996","FR53","Rate","Total","65 years or over","Intentional self-harm","49.5"
"1996","FR61","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","123.2"
"1996","FR61","Rate","Total","65 years or over","Intentional self-harm","35.4"
"1996","FR62","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","120.8"
"1996","FR62","Rate","Total","65 years or over","Intentional self-harm","22.9"
"1996","FR63","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","143.7"
"1996","FR63","Rate","Total","65 years or over","Intentional self-harm","45.6"
"1996","FR71","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","114.0"
"1996","FR71","Rate","Total","65 years or over","Intentional self-harm","28.5"
"1996","FR72","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","160.7"
"1996","FR72","Rate","Total","65 years or over","Intentional self-harm","36.6"
"1996","FR81","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","97.6"
"1996","FR81","Rate","Total","65 years or over","Intentional self-harm","33.4"
"1996","FR82","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","104.5"
"1996","FR82","Rate","Total","65 years or over","Intentional self-harm","29.6"
"1996","FR83","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","64.4"
"1996","FR83","Rate","Total","65 years or over","Intentional self-harm","17.2"
"1996","HU10","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","19.2"
"1996","HU10","Rate","Total","65 years or over","Intentional self-harm","63.6"
"1996","HU21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","7.1"
"1996","HU21","Rate","Total","65 years or over","Intentional self-harm","55.3"
"1996","HU22","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","25.9"
"1996","HU22","Rate","Total","65 years or over","Intentional self-harm","42.9"
"1996","HU23","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","16.7"
"1996","HU23","Rate","Total","65 years or over","Intentional self-harm","64.8"
"1996","HU31","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","39.7"
"1996","HU31","Rate","Total","65 years or over","Intentional self-harm","51.0"
"1996","HU32","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","31.1"
"1996","HU32","Rate","Total","65 years or over","Intentional self-harm","97.1"
"1996","HU33","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","37.1"
"1996","HU33","Rate","Total","65 years or over","Intentional self-harm","97.3"
"1996","NL11","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","261.6"
"1996","NL11","Rate","Total","65 years or over","Intentional self-harm","12.4"
"1996","NL12","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","205.1"
"1996","NL12","Rate","Total","65 years or over","Intentional self-harm","17.3"
"1996","NL13","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","198.1"
"1996","NL13","Rate","Total","65 years or over","Intentional self-harm","17.7"
"1996","NL21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","211.9"
"1996","NL21","Rate","Total","65 years or over","Intentional self-harm","15.6"
"1996","NL22","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","168.5"
"1996","NL22","Rate","Total","65 years or over","Intentional self-harm","12.0"
"1996","NL23","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","83.1"
"1996","NL23","Rate","Total","65 years or over","Intentional self-harm","19.8"
"1996","NL31","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","199.0"
"1996","NL31","Rate","Total","65 years or over","Intentional self-harm","18.7"
"1996","NL32","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","210.9"
"1996","NL32","Rate","Total","65 years or over","Intentional self-harm","19.1"
"1996","NL33","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","202.4"
"1996","NL33","Rate","Total","65 years or over","Intentional self-harm","16.7"
"1996","NL34","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","175.6"
"1996","NL34","Rate","Total","65 years or over","Intentional self-harm","16.9"
"1996","NL41","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","147.9"
"1996","NL41","Rate","Total","65 years or over","Intentional self-harm","12.6"
"1996","NL42","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","170.3"
"1996","NL42","Rate","Total","65 years or over","Intentional self-harm","13.5"
"1996","AT11","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","6.4"
"1996","AT11","Rate","Total","65 years or over","Intentional self-harm","29.7"
"1996","AT12","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","14.6"
"1996","AT12","Rate","Total","65 years or over","Intentional self-harm","49.7"
"1996","AT13","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","9.4"
"1996","AT13","Rate","Total","65 years or over","Intentional self-harm","43.0"
"1996","AT21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","4.6"
"1996","AT21","Rate","Total","65 years or over","Intentional self-harm","45.6"
"1996","AT22","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","4.7"
"1996","AT22","Rate","Total","65 years or over","Intentional self-harm","53.1"
"1996","AT31","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","4.1"
"1996","AT31","Rate","Total","65 years or over","Intentional self-harm","50.1"
"1996","AT32","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","9.1"
"1996","AT32","Rate","Total","65 years or over","Intentional self-harm","46.9"
"1996","AT33","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","9.5"
"1996","AT33","Rate","Total","65 years or over","Intentional self-harm","46.5"
"1996","AT34","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","5.1"
"1996","AT34","Rate","Total","65 years or over","Intentional self-harm","27.9"
"1996","SE11","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","218.9"
"1996","SE11","Rate","Total","65 years or over","Intentional self-harm","19.6"
"1996","SE12","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","154.0"
"1996","SE12","Rate","Total","65 years or over","Intentional self-harm","21.9"
"1996","SE21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","144.3"
"1996","SE21","Rate","Total","65 years or over","Intentional self-harm","22.3"
"1996","SE22","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","157.7"
"1996","SE22","Rate","Total","65 years or over","Intentional self-harm","24.4"
"1996","SE23","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","181.2"
"1996","SE23","Rate","Total","65 years or over","Intentional self-harm","17.3"
"1996","SE31","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","158.1"
"1996","SE31","Rate","Total","65 years or over","Intentional self-harm","28.5"
"1996","SE32","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","179.7"
"1996","SE32","Rate","Total","65 years or over","Intentional self-harm","14.1"
"1996","SE33","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","231.5"
"1996","SE33","Rate","Total","65 years or over","Intentional self-harm","18.2"
"1996","NO01","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","127.3"
"1996","NO01","Rate","Total","65 years or over","Intentional self-harm","19.5"
"1996","NO02","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","124.6"
"1996","NO02","Rate","Total","65 years or over","Intentional self-harm","19.8"
"1996","NO03","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","129.6"
"1996","NO03","Rate","Total","65 years or over","Intentional self-harm","19.5"
"1996","NO04","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","113.3"
"1996","NO04","Rate","Total","65 years or over","Intentional self-harm","10.5"
"1996","NO05","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","85.3"
"1996","NO05","Rate","Total","65 years or over","Intentional self-harm","13.7"
"1996","NO06","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","132.9"
"1996","NO06","Rate","Total","65 years or over","Intentional self-harm","13.0"
"1996","NO07","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","89.9"
"1996","NO07","Rate","Total","65 years or over","Intentional self-harm","14.3"
"1996","UKC1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","92.7"
"1996","UKC1","Rate","Total","65 years or over","Intentional self-harm","6.2"
"1996","UKC2","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","130.7"
"1996","UKC2","Rate","Total","65 years or over","Intentional self-harm","7.2"
"1996","UKD1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","132.6"
"1996","UKD1","Rate","Total","65 years or over","Intentional self-harm","6.9"
"1996","UKD3","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","82.8"
"1996","UKD3","Rate","Total","65 years or over","Intentional self-harm","5.8"
"1996","UKD4","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","84.6"
"1996","UKD4","Rate","Total","65 years or over","Intentional self-harm","4.3"
"1996","UKE1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","94.0"
"1996","UKE1","Rate","Total","65 years or over","Intentional self-harm","3.5"
"1996","UKE2","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","109.2"
"1996","UKE2","Rate","Total","65 years or over","Intentional self-harm","11.5"
"1996","UKE3","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","122.3"
"1996","UKE3","Rate","Total","65 years or over","Intentional self-harm","7.2"
"1996","UKE4","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","95.0"
"1996","UKE4","Rate","Total","65 years or over","Intentional self-harm","6.7"
"1996","UKF1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","124.5"
"1996","UKF1","Rate","Total","65 years or over","Intentional self-harm","6.3"
"1996","UKF2","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","104.3"
"1996","UKF2","Rate","Total","65 years or over","Intentional self-harm","9.9"
"1996","UKF3","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","93.3"
"1996","UKF3","Rate","Total","65 years or over","Intentional self-harm","7.0"
"1996","UKG1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","102.5"
"1996","UKG1","Rate","Total","65 years or over","Intentional self-harm","8.2"
"1996","UKG2","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","89.9"
"1996","UKG2","Rate","Total","65 years or over","Intentional self-harm","4.0"
"1996","UKG3","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","95.5"
"1996","UKG3","Rate","Total","65 years or over","Intentional self-harm","8.2"
"1996","UKH1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","116.6"
"1996","UKH1","Rate","Total","65 years or over","Intentional self-harm","8.4"
"1996","UKH2","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","95.3"
"1996","UKH2","Rate","Total","65 years or over","Intentional self-harm","11.3"
"1996","UKH3","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","126.5"
"1996","UKH3","Rate","Total","65 years or over","Intentional self-harm","4.3"
"1996","UKJ1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","100.4"
"1996","UKJ1","Rate","Total","65 years or over","Intentional self-harm","10.5"
"1996","UKJ2","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","91.1"
"1996","UKJ2","Rate","Total","65 years or over","Intentional self-harm","9.4"
"1996","UKJ3","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","142.7"
"1996","UKJ3","Rate","Total","65 years or over","Intentional self-harm","6.0"
"1996","UKJ4","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","90.9"
"1996","UKJ4","Rate","Total","65 years or over","Intentional self-harm","9.8"
"1996","UKK1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","119.4"
"1996","UKK1","Rate","Total","65 years or over","Intentional self-harm","7.8"
"1996","UKK2","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","116.8"
"1996","UKK2","Rate","Total","65 years or over","Intentional self-harm","10.6"
"1996","UKM","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","150.8"
"1996","UKM","Rate","Total","65 years or over","Intentional self-harm","10.8"
"1996","UKN0","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","29.3"
"1996","UKN0","Rate","Total","65 years or over","Intentional self-harm","6.0"
"1997","CZ01","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","3.6"
"1997","CZ01","Rate","Total","65 years or over","Intentional self-harm","30.3"
"1997","CZ04","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","2.3"
"1997","CZ04","Rate","Total","65 years or over","Intentional self-harm","31.5"
"1997","CZ05","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","1.0"
"1997","CZ05","Rate","Total","65 years or over","Intentional self-harm","36.1"
"1997","CZ06","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","1.3"
"1997","CZ06","Rate","Total","65 years or over","Intentional self-harm","23.9"
"1997","CZ07","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","0.6"
"1997","CZ07","Rate","Total","65 years or over","Intentional self-harm","19.4"
"1997","DE1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","41.7"
"1997","DE1","Rate","Total","65 years or over","Intentional self-harm","25.9"
"1997","DE2","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","44.3"
"1997","DE2","Rate","Total","65 years or over","Intentional self-harm","31.2"
"1997","DE3","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","76.9"
"1997","DE3","Rate","Total","65 years or over","Intentional self-harm","22.5"
"1997","DE4","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","12.7"
"1997","DE4","Rate","Total","65 years or over","Intentional self-harm","27.3"
"1997","DE5","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","69.4"
"1997","DE5","Rate","Total","65 years or over","Intentional self-harm","34.3"
"1997","DE6","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","57.8"
"1997","DE6","Rate","Total","65 years or over","Intentional self-harm","40.4"
"1997","DE7","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","51.4"
"1997","DE7","Rate","Total","65 years or over","Intentional self-harm","23.6"
"1997","DE8","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","59.4"
"1997","DE8","Rate","Total","65 years or over","Intentional self-harm","23.6"
"1997","DE9","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","47.1"
"1997","DE9","Rate","Total","65 years or over","Intentional self-harm","33.0"
"1997","DEA","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","28.3"
"1997","DEA","Rate","Total","65 years or over","Intentional self-harm","17.7"
"1997","DEB","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","135.3"
"1997","DEB","Rate","Total","65 years or over","Intentional self-harm","24.1"
"1997","DEC","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","118.4"
"1997","DEC","Rate","Total","65 years or over","Intentional self-harm","84.5"
"1997","DED","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","8.6"
"1997","DED","Rate","Total","65 years or over","Intentional self-harm","3.7"
"1997","DEE","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","48.4"
"1997","DEE","Rate","Total","65 years or over","Intentional self-harm","70.5"
"1997","DEF","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","36.6"
"1997","DEF","Rate","Total","65 years or over","Intentional self-harm","33.7"
"1997","DEG","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","33.1"
"1997","DEG","Rate","Total","65 years or over","Intentional self-harm","40.4"
"1997","EL11","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","16.5"
"1997","EL11","Rate","Total","65 years or over","Intentional self-harm","5.2"
"1997","EL12","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","8.3"
"1997","EL12","Rate","Total","65 years or over","Intentional self-harm","4.5"
"1997","EL13","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","4.1"
"1997","EL13","Rate","Total","65 years or over","Intentional self-harm","4.1"
"1997","EL14","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","10.3"
"1997","EL14","Rate","Total","65 years or over","Intentional self-harm","7.1"
"1997","EL21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","7.8"
"1997","EL21","Rate","Total","65 years or over","Intentional self-harm","9.4"
"1997","EL23","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","1.7"
"1997","EL23","Rate","Total","65 years or over","Intentional self-harm","5.0"
"1997","EL24","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","6.9"
"1997","EL24","Rate","Total","65 years or over","Intentional self-harm","5.9"
"1997","EL25","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","2.5"
"1997","EL25","Rate","Total","65 years or over","Intentional self-harm","9.0"
"1997","EL43","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","10.7"
"1997","EL43","Rate","Total","65 years or over","Intentional self-harm","9.6"
"1997","ES11","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","147.2"
"1997","ES11","Rate","Total","65 years or over","Intentional self-harm","21.9"
"1997","ES12","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","254.5"
"1997","ES12","Rate","Total","65 years or over","Intentional self-harm","35.8"
"1997","ES13","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","210.0"
"1997","ES13","Rate","Total","65 years or over","Intentional self-harm","8.4"
"1997","ES21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","181.5"
"1997","ES21","Rate","Total","65 years or over","Intentional self-harm","20.8"
"1997","ES22","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","126.1"
"1997","ES22","Rate","Total","65 years or over","Intentional self-harm","20.5"
"1997","ES23","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","148.6"
"1997","ES23","Rate","Total","65 years or over","Intentional self-harm","26.1"
"1997","ES24","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","215.6"
"1997","ES24","Rate","Total","65 years or over","Intentional self-harm","17.7"
"1997","ES30","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","153.7"
"1997","ES30","Rate","Total","65 years or over","Intentional self-harm","5.9"
"1997","ES41","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","114.9"
"1997","ES41","Rate","Total","65 years or over","Intentional self-harm","17.2"
"1997","ES42","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","130.2"
"1997","ES42","Rate","Total","65 years or over","Intentional self-harm","18.6"
"1997","ES43","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","109.3"
"1997","ES43","Rate","Total","65 years or over","Intentional self-harm","20.5"
"1997","ES51","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","233.7"
"1997","ES51","Rate","Total","65 years or over","Intentional self-harm","15.2"
"1997","ES52","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","178.9"
"1997","ES52","Rate","Total","65 years or over","Intentional self-harm","18.6"
"1997","ES53","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","155.4"
"1997","ES53","Rate","Total","65 years or over","Intentional self-harm","19.4"
"1997","ES61","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","110.0"
"1997","ES61","Rate","Total","65 years or over","Intentional self-harm","23.5"
"1997","ES62","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","175.1"
"1997","ES62","Rate","Total","65 years or over","Intentional self-harm","19.8"
"1997","ES63","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","134.0"
"1997","ES63","Rate","Total","65 years or over","Intentional self-harm","26.8"
"1997","ES70","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","141.1"
"1997","ES70","Rate","Total","65 years or over","Intentional self-harm","19.9"
"1997","FR10","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","99.9"
"1997","FR10","Rate","Total","65 years or over","Intentional self-harm","18.1"
"1997","FR21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","117.5"
"1997","FR21","Rate","Total","65 years or over","Intentional self-harm","38.7"
"1997","FR22","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","132.7"
"1997","FR22","Rate","Total","65 years or over","Intentional self-harm","43.7"
"1997","FR23","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","166.6"
"1997","FR23","Rate","Total","65 years or over","Intentional self-harm","44.8"
"1997","FR24","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","151.1"
"1997","FR24","Rate","Total","65 years or over","Intentional self-harm","51.4"
"1997","FR25","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","141.4"
"1997","FR25","Rate","Total","65 years or over","Intentional self-harm","44.0"
"1997","FR26","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","130.8"
"1997","FR26","Rate","Total","65 years or over","Intentional self-harm","39.0"
"1997","FR30","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","125.5"
"1997","FR30","Rate","Total","65 years or over","Intentional self-harm","38.0"
"1997","FR41","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","161.2"
"1997","FR41","Rate","Total","65 years or over","Intentional self-harm","33.1"
"1997","FR42","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","177.2"
"1997","FR42","Rate","Total","65 years or over","Intentional self-harm","26.4"
"1997","FR43","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","153.4"
"1997","FR43","Rate","Total","65 years or over","Intentional self-harm","32.8"
"1997","FR51","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","119.0"
"1997","FR51","Rate","Total","65 years or over","Intentional self-harm","46.1"
"1997","FR52","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","137.3"
"1997","FR52","Rate","Total","65 years or over","Intentional self-harm","45.4"
"1997","FR53","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","121.7"
"1997","FR53","Rate","Total","65 years or over","Intentional self-harm","48.4"
"1997","FR61","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","125.8"
"1997","FR61","Rate","Total","65 years or over","Intentional self-harm","37.1"
"1997","FR62","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","119.0"
"1997","FR62","Rate","Total","65 years or over","Intentional self-harm","28.0"
"1997","FR63","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","145.6"
"1997","FR63","Rate","Total","65 years or over","Intentional self-harm","38.4"
"1997","FR71","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","118.4"
"1997","FR71","Rate","Total","65 years or over","Intentional self-harm","28.3"
"1997","FR72","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","166.1"
"1997","FR72","Rate","Total","65 years or over","Intentional self-harm","34.1"
"1997","FR81","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","102.6"
"1997","FR81","Rate","Total","65 years or over","Intentional self-harm","28.4"
"1997","FR82","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","95.7"
"1997","FR82","Rate","Total","65 years or over","Intentional self-harm","32.6"
"1997","FR83","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","86.8"
"1997","FR83","Rate","Total","65 years or over","Intentional self-harm","19.1"
"1997","HU10","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","19.6"
"1997","HU10","Rate","Total","65 years or over","Intentional self-harm","61.8"
"1997","HU21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","16.7"
"1997","HU21","Rate","Total","65 years or over","Intentional self-harm","45.1"
"1997","HU22","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","18.2"
"1997","HU22","Rate","Total","65 years or over","Intentional self-harm","37.1"
"1997","HU23","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","17.2"
